datetime,close,open,high,low,volume,openinterest,开仓价格,平仓价格开盘价格,平仓价格收盘价格,方向,差价1,差2,盈利1,盈利1,,开仓价格,平仓价格收盘价格,,方向,差价1,盈利1
2022/6/2,4070.6,4041,4077,4033.4,70772,-11.56911295,4070.6,4068.6,4144.4,-1,-2,73.8,2,-2,,,,,,,
2022/6/6,4144.4,4068.6,4147.4,4036.2,95173,-2.074738783,4144.4,4131,4152.4,-1,-13.4,8,13.4,-13.4,,,,,,,
2022/6/7,4152.4,4131,4181,4125,73806,-9.371130902,4152.4,4167.6,4202.6,-1,15.2,50.2,-15.2,15.2,,,,,,,
2022/6/8,4202.6,4167.6,4209.4,4143,91862,5.027454639,4202.6,4192.6,4168,-1,-10,-34.6,10,-10,,,,,,,
2022/6/9,4168,4192.6,4215.6,4152,85307,-15.79222071,4168,4144,4234,1,-24,66,-24,-24,,,,,,,
2022/6/10,4234,4144,4247.4,4141.2,93934,-0.677947292,4234,4195,4183.2,-1,-39,-50.8,39,-39,,,,,,,
2022/6/13,4183.2,4195,4207.8,4151.4,93993,-6.610568284,4183.2,4151.4,4229.2,-1,-31.8,46,31.8,-31.8,,,,,,,
2022/6/14,4229.2,4151.4,4230.2,4098.2,101429,6.448103078,4229.2,4239.4,4277.4,-1,10.2,48.2,-10.2,10.2,,,,,,,
2022/6/15,4277.4,4239.4,4357,4231.6,105095,4.213138847,4277.4,4292,4248.8,1,14.6,-28.6,14.6,14.6,,,,,,,
2022/6/16,4248.8,4292,4308,4241.2,63799,-17.08395483,4248.8,4235.6,4299.2,1,-13.2,50.4,-13.2,-13.2,,,,,,,
2022/6/17,4299.2,4235.6,4303.2,4226,30801,-13.84239642,4299.2,4296.8,4282.6,-1,-2.4,-16.6,2.4,-2.4,,,,,,,
2022/6/20,4282.6,4296.8,4340.6,4254.8,91811,-3.924298095,4282.6,4281.8,4286.4,-1,-0.8,3.8,0.8,-0.8,,,,,,,
2022/6/21,4286.4,4281.8,4331.2,4253.8,90396,8.097078005,4286.4,4289.2,4231,-1,2.8,-55.4,-2.8,2.8,,,,,,,
2022/6/22,4231,4289.2,4294,4226.6,88002,-12.32817116,4231,4249,4315.8,1,18,84.8,18,18,,,,,,,
2022/6/23,4315.8,4249,4318.8,4237.4,89494,-9.185135752,4315.8,4328,4366.2,-1,12.2,50.4,-12.2,12.2,,,,,,,
2022/6/24,4366.2,4328,4378,4315.2,87182,-6.340928531,4366.2,4388,4410.6,-1,21.8,44.4,-21.8,21.8,,,,,,,
2022/6/27,4410.6,4388,4453.8,4388,85271,-23.01550123,4410.6,4404.4,4465.4,-1,-6.2,54.8,6.2,-6.2,,,,,,,
2022/6/28,4465.4,4404.4,4479.6,4383.6,80532,1.849476175,4465.4,4451.6,4413.4,-1,-13.8,-52,13.8,-13.8,,,,,,,
2022/6/29,4413.4,4451.6,4480.6,4399.6,89438,-9.49744337,4413.4,4415,4461.8,-1,1.6,48.4,-1.6,1.6,,,,,,,
2022/6/30,4461.8,4415,4501,4415,90263,2.635743176,4461.8,4464,4445.2,-1,2.2,-16.6,-2.2,2.2,,,,,,,
2022/7/1,4445.2,4464,4477,4422,77552,-6.210097413,4445.2,4425,4472.2,1,-20.2,27,-20.2,-20.2,,,,,,,
2022/7/4,4472.2,4425,4472.2,4398.2,75307,0.446623756,4472.2,4492.4,4459.4,-1,20.2,-12.8,-20.2,20.2,,,,,,,
2022/7/5,4459.4,4492.4,4519.6,4408,95121,7.063883792,4459.4,4449,4400.4,-1,-10.4,-59,10.4,-10.4,,,,,,,
2022/7/6,4400.4,4449,4460.6,4374,88373,-0.993690981,4400.4,4400,4416.6,1,-0.4,16.2,-0.4,-0.4,,,,,,,
2022/7/7,4416.6,4400,4439.4,4371.8,71964,7.621434145,4416.6,4445,4409.6,-1,28.4,-7,-28.4,28.4,,,,,,,
2022/7/8,4409.6,4445,4464,4405.8,74550,13.06219055,4409.6,4387.6,4337,1,-22,-72.6,-22,-22,,,,,,,
2022/7/11,4337,4387.6,4387.6,4318,78168,13.81921505,4337,4342,4300.8,1,5,-36.2,5,5,,,,,,,
2022/7/12,4300.8,4342,4357.8,4287.4,76927,0.661572418,4300.8,4313.6,4306.6,1,12.8,5.8,12.8,12.8,,,,,,,
2022/7/13,4306.6,4313.6,4329.2,4278.6,66458,-2.043660432,4306.6,4293.4,4310,-1,-13.2,3.4,13.2,-13.2,,,,,,,
2022/7/14,4310,4293.4,4341,4285.2,55040,9.772531767,4310,4305,4286,-1,-5,-24,5,-5,,,,,,,
2022/7/15,4286,4305,4349.2,4284.4,29559,-0.095447158,4286,4228.8,4273,1,-57.2,-13,-57.2,-57.2,,,,,,,
2022/7/18,4273,4228.8,4290.6,4197,79675,3.791289559,4273,4270,4254.2,-1,-3,-18.8,3,-3,,,,,,,
2022/7/19,4254.2,4270,4271.2,4215.4,72558,0.427753308,4254.2,4280.6,4262.8,1,26.4,8.6,26.4,26.4,,,,,,,
2022/7/20,4262.8,4280.6,4294.8,4251.4,57427,6.97253687,4262.8,4250,4216.6,-1,-12.8,-46.2,12.8,-12.8,,,,,,,
2022/7/21,4216.6,4250,4272.2,4214.2,61801,2.441189565,4216.6,4232.2,4224.2,1,15.6,7.6,15.6,15.6,,,,,,,
2022/7/22,4224.2,4232.2,4271.8,4190.2,79805,4.738614672,4224.2,4222.2,4206.6,1,-2,-17.6,-2,-2,,,,,,,
2022/7/25,4206.6,4222.2,4222.2,4187.6,58398,-1.792557667,4206.6,4223.6,4235.8,1,17,29.2,17,17,,,,,,,
2022/7/26,4235.8,4223.6,4260,4210.2,64657,0.593493242,4235.8,4228.2,4213,-1,-7.6,-22.8,7.6,-7.6,,,,,,,
2022/7/27,4213,4228.2,4235,4205.2,57341,4.239939922,4213,4235,4214.8,-1,22,1.8,-22,22,,,,,,,
2022/7/28,4214.8,4235,4270,4209.6,72590,8.389714568,4214.8,4221,4152.4,1,6.2,-62.4,6.2,6.2,,,,,,,
2022/7/29,4152.4,4221,4246,4144.8,82917,0.771227552,4152.4,4147,4174,1,-5.4,21.6,-5.4,-5.4,,,,,,,
2022/8/1,4174,4147,4187,4116.2,66172,8.0116916,4174,4120.4,4109.4,-1,-53.6,-64.6,53.6,-53.6,,,,,,,
2022/8/2,4109.4,4120.4,4135.8,4063.2,81790,10.65970962,4109.4,4128,4059.8,1,18.6,-49.6,18.6,18.6,,,,,,,
2022/8/3,4059.8,4128,4151.8,4048.8,73227,7.789754241,4059.8,4088,4091,1,28.2,31.2,28.2,28.2,,,,,,,
2022/8/4,4091,4088,4102.8,4062.4,62365,8.117896191,4091,4108,4156.8,1,17,65.8,17,17,,,,,,,
2022/8/5,4156.8,4108,4164.2,4090,67635,4.009038461,4156.8,4142,4142.6,1,-14.8,-14.2,-14.8,-14.8,,,,,,,
2022/8/8,4142.6,4142,4159.6,4130.2,47776,-1.610719781,4142.6,4138,4149.2,1,-4.6,6.6,-4.6,-4.6,,,,,,,
2022/8/9,4149.2,4138,4159.8,4125,46452,5.051093141,4149.2,4141.8,4101.4,-1,-7.4,-47.8,7.4,-7.4,,,,,,,
2022/8/10,4101.4,4141.8,4154.2,4083.4,52353,-2.925873249,4101.4,4130,4196,1,28.6,94.6,28.6,28.6,,,,,,,
2022/8/11,4196,4130,4199.8,4113.8,66408,1.524339662,4196,4186,4195.6,-1,-10,-0.4,10,-10,,,,,,,
2022/8/12,4195.6,4186,4207.2,4176,46162,1.471236073,4195.6,4175.2,4182.8,-1,-20.4,-12.8,20.4,-20.4,,,,,,,
2022/8/15,4182.8,4175.2,4226.8,4175.2,52122,1.362162302,4182.8,4192.6,4173,-1,9.8,-9.8,-9.8,9.8,,,,,,,
2022/8/16,4173,4192.6,4214.2,4166.2,46496,-2.63093479,4173,4183,4214.2,-1,10,41.2,-10,10,,,,,,,
2022/8/17,4214.2,4183,4229.2,4150,53700,6.642770705,4214.2,4201,4179,-1,-13.2,-35.2,13.2,-13.2,,,,,,,
2022/8/18,4179,4201,4214,4170.2,36548,7.393423759,4179,4171.6,4142,1,-7.4,-37,-7.4,-7.4,,,,,,,
2022/8/19,4142,4171.6,4184.8,4138.2,67559,3.137759474,4142,4132.4,4168.2,1,-9.6,26.2,-9.6,-9.6,,,,,,,
2022/8/22,4168.2,4132.4,4184.8,4127.2,68608,3.223792326,4168.2,4173.8,4154.6,1,5.6,-13.6,5.6,5.6,,,,,,,
2022/8/23,4154.6,4173.8,4187.8,4133.8,65957,9.321333755,4154.6,4163,4080.2,1,8.4,-74.4,8.4,8.4,,,,,,,
2022/8/24,4080.2,4163,4173.8,4066.2,77943,3.774213697,4080.2,4093.8,4115,1,13.6,34.8,13.6,13.6,,,,,,,
2022/8/25,4115,4093.8,4122.2,4058.4,75653,8.333158361,4115,4123.8,4107.4,1,8.8,-7.6,8.8,8.8,,,,,,,
2022/8/26,4107.4,4123.8,4136,4100,58631,1.721492669,4107.4,4070.2,4084,1,-37.2,-23.4,-37.2,-37.2,,,,,,,
2022/8/29,4084,4070.2,4098.2,4060.4,62059,4.63657517,4084,4085,4076.6,-1,1,-7.4,-1,1,,,,,,,
2022/8/30,4076.6,4085,4092,4036,68136,3.405798079,4076.6,4066,4081.4,1,-10.6,4.8,-10.6,-10.6,,,,,,,
2022/8/31,4081.4,4066,4123.2,4050.2,87472,3.75139474,4081.4,4069.4,4043.6,1,-12,-37.8,-12,-12,,,,,,,
2022/9/1,4043.6,4069.4,4093.8,4034,64657,-0.335065252,4043.6,4051.2,4020.2,1,7.6,-23.4,7.6,7.6,,,,,,,
2022/9/2,4020.2,4051.2,4056.8,3998.8,63940,-4.446838925,4020.2,4006,4017.6,-1,-14.2,-2.6,14.2,-14.2,,,,,,,
2022/9/5,4017.6,4006,4018.8,3975,61074,-2.04088227,4017.6,4023.8,4046.8,-1,6.2,29.2,-6.2,6.2,,,,,,,
2022/9/6,4046.8,4023.8,4052,4009,63393,0.056881136,4046.8,4032,4055.8,-1,-14.8,9,14.8,-14.8,,,,,,,
2022/9/7,4055.8,4032,4068.6,4029.4,51796,-2.515501261,4055.8,4065,4038.8,-1,9.2,-17,-9.2,9.2,,,,,,,
2022/9/8,4038.8,4065,4070,4036.6,49176,-6.060239281,4038.8,4048.6,4098.2,-1,9.8,59.4,-9.8,9.8,,,,,,,
2022/9/9,4098.2,4048.6,4106.8,4045.4,66685,-2.025992646,4098.2,4102,4109.2,-1,3.8,11,-3.8,3.8,,,,,,,
2022/9/13,4109.2,4102,4134.4,4101.8,58759,-0.108374973,4109.2,4072.2,4068.8,-1,-37,-40.4,37,-37,,,,,,,
2022/9/14,4068.8,4072.2,4096,4054,58786,1.394101789,4068.8,4075,4029.8,-1,6.2,-39,-6.2,6.2,,,,,,,
2022/9/15,4029.8,4075,4086.6,4005.8,52957,-1.962426073,4029.8,4015,3956,-1,-14.8,-73.8,14.8,-14.8,,,,,,,
2022/9/16,3956,4015,4029,3953,25347,2.006230586,3956,3931,3929,-1,-25,-27,25,-25,,,,,,,
2022/9/19,3929,3931,3953.8,3912.2,57041,3.055820289,3929,3949,3928.6,1,20,-0.4,20,20,,,,,,,
2022/9/20,3928.6,3949,3962.2,3918.6,48153,4.655850115,3928.6,3921.2,3896.6,1,-7.4,-32,-7.4,-7.4,,,,,,,
2022/9/21,3896.6,3921.2,3928,3880.4,61356,-3.458302233,3896.6,3879.2,3870,1,-17.4,-26.6,-17.4,-17.4,,,,,,,
2022/9/22,3870,3879.2,3902,3854.4,55703,2.706517305,3870,3866,3864.4,-1,-4,-5.6,4,-4,,,,,,,
2022/9/23,3864.4,3866,3895,3828.4,77120,-0.411736315,3864.4,3840.8,3841.4,1,-23.6,-23,-23.6,-23.6,,,,,,,
2022/9/26,3841.4,3840.8,3902.8,3834.2,71042,0.639317628,3841.4,3852.6,3890.2,-1,11.2,48.8,-11.2,11.2,,,,,,,
2022/9/27,3890.2,3852.6,3900.8,3833.6,62815,2.578280102,3890.2,3880,3836.6,-1,-10.2,-53.6,10.2,-10.2,,,,,,,
2022/9/28,3836.6,3880,3880.2,3832.2,61760,3.561194761,3836.6,3868.2,3837.6,1,31.6,1,31.6,31.6,,,,,,,
2022/9/29,3837.6,3868.2,3883.4,3813.4,64364,3.272208012,3837.6,3849.2,3808.4,1,11.6,-29.2,11.6,11.6,,,,,,,
2022/9/30,3808.4,3849.2,3860.8,3804,64036,2.789952386,3808.4,3812,3728.2,1,3.6,-80.2,3.6,3.6,,,,,,,
2022/10/10,3728.2,3812,3816.8,3714,62662,6.614104468,3728.2,3736,3726.8,1,7.8,-1.4,7.8,7.8,,,,,,,
2022/10/11,3726.8,3736,3745.8,3712.6,54148,-1.710876894,3726.8,3724.6,3784.6,1,-2.2,57.8,-2.2,-2.2,,,,,,,
2022/10/12,3784.6,3724.6,3786.6,3656,80735,8.232019884,3784.6,3761,3754.8,-1,-23.6,-29.8,23.6,-23.6,,,,,,,
2022/10/13,3754.8,3761,3788.2,3745.8,63905,-0.612586006,3754.8,3785.4,3841.4,1,30.6,86.6,30.6,30.6,,,,,,,
2022/10/14,3841.4,3785.4,3865,3785,68747,-6.567590483,3841.4,3830,3837.4,-1,-11.4,-4,11.4,-11.4,,,,,,,
2022/10/17,3837.4,3830,3846.8,3808,52794,4.171211611,3837.4,3862,3835.4,-1,24.6,-2,-24.6,24.6,,,,,,,
2022/10/18,3835.4,3862,3869.8,3823.6,54543,8.180003431,3835.4,3825.8,3775.2,1,-9.6,-60.2,-9.6,-9.6,,,,,,,
2022/10/19,3775.2,3825.8,3843,3771.2,50144,4.73374513,3775.2,3754.2,3761,1,-21,-14.2,-21,-21,,,,,,,
2022/10/20,3761,3754.2,3812.4,3729,43476,4.896367234,3761,3756.6,3734.4,1,-4.4,-26.6,-4.4,-4.4,,,,,,,
2022/10/21,3734.4,3756.6,3770,3716.4,58095,7.595545959,3734.4,3721.2,3631,1,-13.2,-103.4,-13.2,-13.2,,,,,,,
2022/10/24,3631,3721.2,3772.6,3605,89848,9.063304515,3631,3632,3626.6,1,1,-4.4,1,1,,,,,,,
2022/10/25,3626.6,3632,3684.8,3599.2,84952,10.72637619,3626.6,3632,3656.4,1,5.4,29.8,5.4,5.4,,,,,,,
2022/10/26,3656.4,3632,3712.2,3632,79594,11.29889623,3656.4,3678,3633,1,21.6,-23.4,21.6,21.6,,,,,,,
2022/10/27,3633,3678,3697,3631,73222,9.235072956,3633,3624.2,3544.6,1,-8.8,-88.4,-8.8,-8.8,,,,,,,
2022/10/28,3544.6,3624.2,3627.6,3535.6,81563,6.602061997,3544.6,3513,3505.4,1,-31.6,-39.2,-31.6,-31.6,,,,,,,
2022/10/31,3505.4,3513,3561.6,3492.2,82504,7.871084957,3505.4,3530.2,3648.4,1,24.8,143,24.8,24.8,,,,,,,
2022/11/1,3648.4,3530.2,3649.4,3523.6,95812,13.11731605,3648.4,3634.4,3680.2,1,-14,31.8,-14,-14,,,,,,,
2022/11/2,3680.2,3634.4,3713,3625.2,81700,7.773522898,3680.2,3661,3651.4,1,-19.2,-28.8,-19.2,-19.2,,,,,,,
2022/11/3,3651.4,3661,3676.2,3633,64953,-16.53036836,3651.4,3652.6,3781.2,1,1.2,129.8,1.2,1.2,,,,,,,
2022/11/4,3781.2,3652.6,3798.6,3652.6,84098,-6.020106567,3781.2,3762.8,3781.8,-1,-18.4,0.6,18.4,-18.4,,,,,,,
2022/11/7,3781.8,3762.8,3802.8,3757.2,66054,2.746930958,3781.8,3783.6,3756.6,-1,1.8,-25.2,-1.8,1.8,,,,,,,
2022/11/8,3756.6,3783.6,3789.6,3734.2,58752,9.56985801,3756.6,3761.2,3712.2,1,4.6,-44.4,4.6,4.6,,,,,,,
2022/11/9,3712.2,3761.2,3772.2,3712,59046,5.872019927,3712.2,3696.6,3694,1,-15.6,-18.2,-15.6,-15.6,,,,,,,
2022/11/10,3694,3696.6,3712.8,3671.6,63498,2.273042005,3694,3798.4,3793.2,1,104.4,99.2,104.4,104.4,,,,,,,
2022/11/11,3793.2,3798.4,3845.8,3755.8,91073,8.057875209,3793.2,3838.8,3794,1,45.6,0.8,45.6,45.6,,,,,,,
2022/11/14,3794,3838.8,3862.2,3785.2,70235,-11.88525852,3794,3789,3868,1,-5,74,-5,-5,,,,,,,
2022/11/15,3868,3789,3879.8,3779.8,68192,-2.46546515,3868,3856,3838.8,-1,-12,-29.2,12,-12,,,,,,,
2022/11/16,3838.8,3856,3881.8,3834,50339,-9.715989182,3838.8,3828,3817.2,-1,-10.8,-21.6,10.8,-10.8,,,,,,,
2022/11/17,3817.2,3828,3828.4,3776.8,40983,6.58871541,3817.2,3833,3812,-1,15.8,-5.2,-15.8,15.8,,,,,,,
2022/11/18,3812,3833,3850,3805,83229,3.756704513,3812,3775.2,3779.2,1,-36.8,-32.8,-36.8,-36.8,,,,,,,
2022/11/21,3779.2,3775.2,3781.8,3734.2,76464,11.99947774,3779.2,3781.2,3775.8,1,2,-3.4,2,2,,,,,,,
2022/11/22,3775.8,3781.2,3819.8,3751.8,84648,4.026362563,3775.8,3766.4,3780.8,1,-9.4,5,-9.4,-9.4,,,,,,,
2022/11/23,3780.8,3766.4,3805,3760.4,79987,6.512118825,3780.8,3801.8,3761,1,21,-19.8,21,21,,,,,,,
2022/11/24,3761,3801.8,3818,3756,70279,-4.622106834,3761,3760.4,3782.2,1,-0.6,21.2,-0.6,-0.6,,,,,,,
